nom_station,nom_operateur,adresse_station,consolidated_commune,puissance_nominale,paiement_cb,paiement_acte,observations,tarification,consolidated_latitude,consolidated_longitude
R3 - Chenôve - Norauto,R3,1 Rue Bernard Lecache,Chenôve,150.0,False,False,,,47.283116,5.019991
R3 - Chenôve - Norauto,R3,1 Rue Bernard Lecache,Chenôve,150.0,False,False,,,47.283116,5.019991
R3 - Chenôve - Norauto,R3,1 Rue Bernard Lecache,Chenôve,22.08,False,False,,,47.283116,5.019991
R3 - Quetigny - Norauto,R3,"C Des Charrieres, Rue des Chalands Z A",,150.0,False,False,,,47.311365,5.101673
R3 - Quetigny - Norauto,R3,"C Des Charrieres, Rue des Chalands Z A",,150.0,False,False,,,47.311365,5.101673
R3 - Quetigny - Norauto,R3,"C Des Charrieres, Rue des Chalands Z A",,22.08,False,False,,,47.311365,5.101673
R3 - Dijon Toison d'Or - Norauto,R3,Rte de Langres,Dijon,150.0,False,False,,,47.357667,5.047325
R3 - Dijon Toison d'Or - Norauto,R3,Rte de Langres,Dijon,150.0,False,False,,,47.357667,5.047325
R3 - Dijon Toison d'Or - Norauto,R3,Rte de Langres,Dijon,22.08,False,False,,,47.357667,5.047325
R3 - Choisey - Cuisines Schmidt,R3,2 Rue des Cournues,,150.0,False,False,,,47.067673,5.453566
R3 - Choisey - Cuisines Schmidt,R3,2 Rue des Cournues,,150.0,False,False,,,47.067673,5.453566
R3 - Choisey - Cuisines Schmidt,R3,2 Rue des Cournues,,22.08,False,False,,,47.067673,5.453566
R3 - Choisey - Cuisines Schmidt,R3,2 Rue des Cournues,,150.0,False,False,,,47.067673,5.453566
R3 - Choisey - Cuisines Schmidt,R3,2 Rue des Cournues,,150.0,False,False,,,47.067673,5.453566
R3 - Choisey - Cuisines Schmidt,R3,2 Rue des Cournues,,7.36,False,False,,,47.067673,5.453566
R3 - Choisey - Cuisines Schmidt,R3,2 Rue des Cournues,,7.36,False,False,,,47.067673,5.453566
PARKING AU MUET - SAVIGNY-LE-SEC,ELECTRIC 55 CHARGING,"5, Rte d'Is sur Tille 21380 Savigny-le-Sec",Savigny-le-Sec,22.08,FALSE,TRUE,,,47.430648,5.054554
PARKING AU MUET - SAVIGNY-LE-SEC,ELECTRIC 55 CHARGING,"5, Rte d'Is sur Tille 21380 Savigny-le-Sec",Savigny-le-Sec,22.08,FALSE,TRUE,,,47.430648,5.054554
Porsche Sales & Marketplace Centre Porsche Dijon CP1,Porsche Sales & Marketplace,"Rue Paul Langevin 7, 21300 Chenove",,0,true,true,,,47.28364786,5.01624162
Porsche Sales & Marketplace Centre Porsche Dijon CP2,Porsche Sales & Marketplace,"Rue Paul Langevin 7, 21300 Chenove",,0,true,true,,,47.28346138,5.0161412
Porsche Destination Charging Les Sources de Vougeot,Porsche Sales & Marketplace,"Château de Gilly, Place du Château 2, 21640 Gilly-lès-Citeaux",,0,true,true,,,47.1716,4.98188
Porsche Destination Charging Les Sources de Vougeot,Porsche Sales & Marketplace,"Château de Gilly, Place du Château 2, 21640 Gilly-lès-Citeaux",,0,true,true,,,47.1716,4.98188
Porsche Destination Charging Les Sources de Vougeot,Porsche Sales & Marketplace,"Château de Gilly, Place du Château 2, 21640 Gilly-lès-Citeaux",,0,true,true,,,47.1716,4.98188
Porsche Destination Charging Les Sources de Vougeot,Porsche Sales & Marketplace,"Château de Gilly, Place du Château 2, 21640 Gilly-lès-Citeaux",,0,true,true,,,47.1716,4.98188
Porsche Destination Charging Country Club Norges - Golf Dijon Bourgogne,Porsche Sales & Marketplace,"Allée Jacques Laffite, 21490 Norges-la-Ville",,0,false,true,,,47.4076,5.07107
Porsche Destination Charging Les Sources de Vougeot,Porsche Sales & Marketplace,"Château de Gilly, Place du Château 2, 21640 Gilly-lès-Citeaux",,0,true,true,,,47.1716,4.98188
Porsche Destination Charging Country Club Norges - Golf Dijon Bourgogne,Porsche Sales & Marketplace,"Allée Jacques Laffite, 21490 Norges-la-Ville",,0,false,true,,,47.4076,5.07107
CASINO DIJON CHENOVE,Green To Wheel,Rue de Longvic21300 CHENOVE,Chenôve,22,false,false,,49 cts/kWh,47.2842211,5.0223036
Allego - Géant Casino Dijon Chenôve,Allego,"Rue De Longvic, 21300 Chenôve",,0,true,true,,,47.284221,5.022303
Allego - Géant Casino Dijon Chenôve,Allego,Rue De Longvic,Chenôve,22.0,True,True,,,47.2842211,5.0223036
CASINO DIJON CHENOVE,Green To Wheel,Rue de Longvic21300 CHENOVE,Chenôve,22,false,false,,49 cts/kWh,47.2842211,5.0223036
Allego - Géant Casino Dijon Chenôve,Allego,"Rue De Longvic, 21300 Chenôve",,0,true,true,,,47.284221,5.022303
Allego - Géant Casino Dijon Chenôve,Allego,Rue De Longvic,Chenôve,22.0,True,True,,,47.2842211,5.0223036
CASINO DIJON CHENOVE,Green To Wheel,Rue de Longvic21300 CHENOVE,Chenôve,22,false,false,,49 cts/kWh,47.284263,5.022089
CASINO DIJON CHENOVE,Green To Wheel,Rue de Longvic21300 CHENOVE,Chenôve,22,false,false,,49 cts/kWh,47.284263,5.022089
CASINO DIJON CHENOVE,Green To Wheel,Rue de Longvic21300 CHENOVE,Chenôve,22,false,false,,49 cts/kWh,47.2842211,5.0223036
Allego - Géant Casino Dijon Chenôve,Allego,"Rue De Longvic, 21300 Chenôve",,0,true,true,,,47.284221,5.022303
Allego - Géant Casino Dijon Chenôve,Allego,Rue De Longvic,Chenôve,22.0,True,True,,,47.2842211,5.0223036
CASINO DIJON CHENOVE,Green To Wheel,Rue de Longvic21300 CHENOVE,Chenôve,22,false,false,,49 cts/kWh,47.2842211,5.0223036
Allego - Géant Casino Dijon Chenôve,Allego,"Rue De Longvic, 21300 Chenôve",,0,true,true,,,47.284221,5.022303
Allego - Géant Casino Dijon Chenôve,Allego,Rue De Longvic,Chenôve,22.0,True,True,,,47.2842211,5.0223036
CASINO DIJON CHENOVE,Green To Wheel,Rue de Longvic21300 CHENOVE,Chenôve,22,false,false,,49 cts/kWh,47.284263,5.022089
CASINO DIJON CHENOVE,Green To Wheel,Rue de Longvic21300 CHENOVE,Chenôve,22,false,false,,49 cts/kWh,47.284263,5.022089
CASINO DIJON CHENOVE,Green To Wheel,Rue de Longvic21300 CHENOVE,Chenôve,300,true,false,,59 cts/kWh,47.2842211,5.0223036
Allego - Géant Casino Dijon Chenôve,Allego,"Rue De Longvic, 21300 Chenôve",,0,true,true,,,47.284221,5.022303
Allego - Géant Casino Dijon Chenôve,Allego,Rue De Longvic,Chenôve,300.0,True,True,,,47.2842211,5.0223036
CASINO DIJON CHENOVE,Green To Wheel,Rue de Longvic21300 CHENOVE,Chenôve,300,true,false,,59 cts/kWh,47.2842211,5.0223036
Allego - Géant Casino Dijon Chenôve,Allego,"Rue De Longvic, 21300 Chenôve",,0,true,true,,,47.284221,5.022303
Allego - Géant Casino Dijon Chenôve,Allego,Rue De Longvic,Chenôve,300.0,True,True,,,47.2842211,5.0223036
CASINO DIJON CHENOVE,Green To Wheel,Rue de Longvic21300 CHENOVE,Chenôve,300,true,false,,59 cts/kWh,47.284263,5.022089
CASINO DIJON CHENOVE,Green To Wheel,Rue de Longvic21300 CHENOVE,Chenôve,300,true,false,,59 cts/kWh,47.284263,5.022089
CASINO DIJON CHENOVE,Green To Wheel,Rue de Longvic21300 CHENOVE,Chenôve,300,true,false,,59 cts/kWh,47.2842211,5.0223036
Allego - Géant Casino Dijon Chenôve,Allego,Rue De Longvic,Chenôve,300.0,True,True,,,47.2842211,5.0223036
CASINO DIJON CHENOVE,Green To Wheel,Rue de Longvic21300 CHENOVE,Chenôve,300,true,false,,59 cts/kWh,47.2842211,5.0223036
Allego - Géant Casino Dijon Chenôve,Allego,Rue De Longvic,Chenôve,300.0,True,True,,,47.2842211,5.0223036
CASINO DIJON CHENOVE,Green To Wheel,Rue de Longvic21300 CHENOVE,Chenôve,300,true,false,,59 cts/kWh,47.284263,5.022089
CASINO DIJON CHENOVE,Green To Wheel,Rue de Longvic21300 CHENOVE,Chenôve,300,true,false,,59 cts/kWh,47.284263,5.022089
CASINO DIJON CHENOVE,Green To Wheel,Rue de Longvic21300 CHENOVE,Chenôve,43,false,false,,49 cts/kWh,47.284263,5.022089
Allego - Géant Casino Dijon Chenôve,Allego,Rue De Longvic,Chenôve,43.0,True,True,,,47.2842211,5.0223036
CASINO DIJON CHENOVE,Green To Wheel,Rue de Longvic21300 CHENOVE,Chenôve,50,false,false,,59 cts/kWh,47.284263,5.022089
Allego - Géant Casino Dijon Chenôve,Allego,Rue De Longvic,Chenôve,50.0,True,True,,,47.2842211,5.0223036
CASINO DIJON CHENOVE,Green To Wheel,Rue de Longvic21300 CHENOVE,Chenôve,50,false,false,,59 cts/kWh,47.284263,5.022089
Allego - Géant Casino Dijon Chenôve,Allego,Rue De Longvic,Chenôve,50.0,True,True,,,47.2842211,5.0223036
CASINO DIJON CHENOVE,Green To Wheel,Rue de Longvic21300 CHENOVE,Chenôve,43,false,false,,49 cts/kWh,47.284263,5.022089
CASINO DIJON CHENOVE,Green To Wheel,Rue de Longvic21300 CHENOVE,Chenôve,50,false,false,,59 cts/kWh,47.284263,5.022089
CASINO DIJON CHENOVE,Green To Wheel,Rue de Longvic21300 CHENOVE,Chenôve,50,false,false,,59 cts/kWh,47.284263,5.022089
CASINO DIJON CHENOVE,Green To Wheel,Rue de Longvic21300 CHENOVE,Chenôve,43,false,false,,49 cts/kWh,47.284263,5.022089
Allego - Géant Casino Dijon Chenôve,Allego,Rue De Longvic,Chenôve,43.0,True,True,,,47.2842211,5.0223036
CASINO DIJON CHENOVE,Green To Wheel,Rue de Longvic21300 CHENOVE,Chenôve,50,false,false,,59 cts/kWh,47.284263,5.022089
Allego - Géant Casino Dijon Chenôve,Allego,Rue De Longvic,Chenôve,50.0,True,True,,,47.2842211,5.0223036
CASINO DIJON CHENOVE,Green To Wheel,Rue de Longvic21300 CHENOVE,Chenôve,50,false,false,,59 cts/kWh,47.284263,5.022089
Allego - Géant Casino Dijon Chenôve,Allego,Rue De Longvic,Chenôve,50.0,True,True,,,47.2842211,5.0223036
CASINO DIJON CHENOVE,Green To Wheel,Rue de Longvic21300 CHENOVE,Chenôve,43,false,false,,49 cts/kWh,47.284263,5.022089
CASINO DIJON CHENOVE,Green To Wheel,Rue de Longvic21300 CHENOVE,Chenôve,50,false,false,,59 cts/kWh,47.284263,5.022089
CASINO DIJON CHENOVE,Green To Wheel,Rue de Longvic21300 CHENOVE,Chenôve,50,false,false,,59 cts/kWh,47.284263,5.022089
CASINO DIJON CHENOVE,Green To Wheel,Rue de Longvic21300 CHENOVE,Chenôve,300,true,false,,59 cts/kWh,47.2842211,5.0223036
Allego - Géant Casino Dijon Chenôve,Allego,"Rue De Longvic, 21300 Chenôve",,0,true,true,,,47.284221,5.022303
Allego - Géant Casino Dijon Chenôve,Allego,Rue De Longvic,Chenôve,300.0,True,True,,,47.2842211,5.0223036
CASINO DIJON CHENOVE,Green To Wheel,Rue de Longvic21300 CHENOVE,Chenôve,300,true,false,,59 cts/kWh,47.2842211,5.0223036
Allego - Géant Casino Dijon Chenôve,Allego,"Rue De Longvic, 21300 Chenôve",,0,true,true,,,47.284221,5.022303
Allego - Géant Casino Dijon Chenôve,Allego,Rue De Longvic,Chenôve,300.0,True,True,,,47.2842211,5.0223036
QUETIGNY,Allego,"Carrefour Quetigny, Avenue De Bourgogne, 21800 Quetigny",Quetigny,150,TRUE,TRUE,,HPC 49cts/Kwh ,47.309624,5.104218
Carrefour Energies by Allego - Quetigny,Allego,Avenue De Bourgogne,Quetigny,150.0,True,True,,,47.310324,5.1016514
QUETIGNY,Allego,"Carrefour Quetigny, Avenue De Bourgogne, 21800 Quetigny",Quetigny,150,TRUE,TRUE,,HPC 49cts/Kwh ,47.309624,5.104218
Carrefour Energies by Allego - Quetigny,Allego,Avenue De Bourgogne,Quetigny,150.0,True,True,,,47.310324,5.1016514
QUETIGNY,Allego,"Carrefour Quetigny, Avenue De Bourgogne, 21800 Quetigny",Quetigny,150,TRUE,TRUE,,HPC 49cts/Kwh ,47.309624,5.104218
Carrefour Energies by Allego - Quetigny,Allego,Avenue De Bourgogne,Quetigny,150.0,True,True,,,47.310324,5.1016514
QUETIGNY,Allego,"Carrefour Quetigny, Avenue De Bourgogne, 21800 Quetigny",Quetigny,150,TRUE,TRUE,,HPC 49cts/Kwh ,47.309624,5.104218
Carrefour Energies by Allego - Quetigny,Allego,Avenue De Bourgogne,Quetigny,150.0,True,True,,,47.310324,5.1016514
Allego - Carrefour Quetigny,Allego,Avenue De Bourgogne,Quetigny,22.0,True,True,,,47.310324,5.1016514
Allego - Carrefour Quetigny,Allego,Avenue De Bourgogne,Quetigny,22.0,True,True,,,47.310324,5.1016514
Allego - Carrefour Quetigny,Allego,Avenue De Bourgogne,Quetigny,22.0,True,True,,,47.310324,5.1016514
Allego - Carrefour Quetigny,Allego,Avenue De Bourgogne,Quetigny,22.0,True,True,,,47.310324,5.1016514
QUETIGNY,Allego,"Carrefour Quetigny, Avenue De Bourgogne, 21800 Quetigny",Quetigny,22,TRUE,TRUE,,AC 36cts/KWh,47.309624,5.104218
Carrefour Energies by Allego - Quetigny,Allego,Avenue De Bourgogne,Quetigny,22.0,True,True,,,47.310324,5.1016514
QUETIGNY,Allego,"Carrefour Quetigny, Avenue De Bourgogne, 21800 Quetigny",Quetigny,22,TRUE,TRUE,,AC 36cts/KWh,47.309624,5.104218
Carrefour Energies by Allego - Quetigny,Allego,Avenue De Bourgogne,Quetigny,22.0,True,True,,,47.310324,5.1016514
QUETIGNY,Allego,"Carrefour Quetigny, Avenue De Bourgogne, 21800 Quetigny",Quetigny,22,TRUE,TRUE,,AC 36cts/KWh,47.309624,5.104218
Carrefour Energies by Allego - Quetigny,Allego,Avenue De Bourgogne,Quetigny,22.0,True,True,,,47.310324,5.1016514
QUETIGNY,Allego,"Carrefour Quetigny, Avenue De Bourgogne, 21800 Quetigny",Quetigny,22,TRUE,TRUE,,AC 36cts/KWh,47.309624,5.104218
Carrefour Energies by Allego - Quetigny,Allego,Avenue De Bourgogne,Quetigny,22.0,True,True,,,47.310324,5.1016514
Atlante/FRATLZ350_FRCHASSA_000001,Atlante | FR*ATL," Chemin de la Chassagne, Mâlain 21410 France",,150,False,False,,,47.306113,4.814805
Atlante - Mâlain - Golf de la Chassagne,Atlante France,"Golf De La Chassagne, Chem. de la Chassagne, , Mâlain",Mâlain,150.0,,True,,,47.306112,4.814805
Atlante/FRATLZ350_FRCHASSA_000001,Atlante | FR*ATL," Chemin de la Chassagne, Mâlain 21410 France",,150,False,False,,,47.306113,4.814805
Atlante - Mâlain - Golf de la Chassagne,Atlante France,"Golf De La Chassagne, Chem. de la Chassagne, , Mâlain",Mâlain,150.0,,True,,,47.306112,4.814805
Atlante/FRATLZ350_FRCHASSA_000001,Atlante | FR*ATL," Chemin de la Chassagne, Mâlain 21410 France",,22,False,False,,,47.306113,4.814805
Atlante - Mâlain - Golf de la Chassagne,Atlante France,"Golf De La Chassagne, Chem. de la Chassagne, , Mâlain",Mâlain,22.0,,True,,,47.306112,4.814805
Atlante/FRATLZ350_FRCHASSA_000001,Atlante | FR*ATL," Chemin de la Chassagne, Mâlain 21410 France",,150,False,False,,,47.306113,4.814805
Atlante - Mâlain - Golf de la Chassagne,Atlante France,"Golf De La Chassagne, Chem. de la Chassagne, , Mâlain",Mâlain,150.0,,True,,,47.306112,4.814805
Atlante/FRATLZ350_FRCHASSA_000001,Atlante | FR*ATL," Chemin de la Chassagne, Mâlain 21410 France",,150,False,False,,,47.306113,4.814805
Atlante - Mâlain - Golf de la Chassagne,Atlante France,"Golf De La Chassagne, Chem. de la Chassagne, , Mâlain",Mâlain,150.0,,True,,,47.306112,4.814805
Atlante/FRATLFR00686,Atlante | FR*ATL," Av. Françoise Giroud, Dijon 21000 France",,600,True,True,,,47.35996,5.04957
Atlante - Dijon - Del Arte,Atlante France,"ZAC, Av. Françoise Giroud , , Dijon",Dijon,600.0,,True,,,47.35996,5.04957
Atlante/FRATLFR00686,Atlante | FR*ATL," Av. Françoise Giroud, Dijon 21000 France",,600,True,True,,,47.35996,5.04957
Atlante - Dijon - Del Arte,Atlante France,"ZAC, Av. Françoise Giroud , , Dijon",Dijon,600.0,,True,,,47.35996,5.04957
Atlante/FRATLFR00686,Atlante | FR*ATL," Av. Françoise Giroud, Dijon 21000 France",,600,True,True,,,47.35996,5.04957
Atlante - Dijon - Del Arte,Atlante France,"ZAC, Av. Françoise Giroud , , Dijon",Dijon,600.0,,True,,,47.35996,5.04957
Atlante/FRATLFR00686,Atlante | FR*ATL," Av. Françoise Giroud, Dijon 21000 France",,600,True,True,,,47.35996,5.04957
Atlante - Dijon - Del Arte,Atlante France,"ZAC, Av. Françoise Giroud , , Dijon",Dijon,600.0,,True,,,47.35996,5.04957
Atlante/FRATLFR00983,Atlante | FR*ATL,"7 Rue Paul Sabatier, Chalon-sur-Saône 71100 France",,150,False,False,,,46.814865,4.857325
Atlante - Chalon-sur-Saône - Lidl,Atlante France,"Rue Paul Sabatier, 7 , Chalon-sur-Saône",Chalon-sur-Saône,150.0,,True,,,46.814865,4.857325
Atlante/FRATLFR00983,Atlante | FR*ATL,"7 Rue Paul Sabatier, Chalon-sur-Saône 71100 France",,150,False,False,,,46.814865,4.857325
Atlante - Chalon-sur-Saône - Lidl,Atlante France,"Rue Paul Sabatier, 7 , Chalon-sur-Saône",Chalon-sur-Saône,150.0,,True,,,46.814865,4.857325
SICECO - SEMUR-EN-AUXOIS - Park. Rue Jean Jacques Collenot,,16 Rue Jean Jacques Collenot  21603 SEMUR-EN-AUXOIS,Semur-en-Auxois,22,true,true,,"par défaut :  prix de départ 1.25€, 0.25€ par heure de charge, 0.25€ par heure d'occupation hors charge, 0.33334€ par kwh de charge",47.490227,4.335454
SICECO - SEMUR-EN-AUXOIS - Park. Rue Jean Jacques Collenot,Citeos Mobilité Electrique Paris - Cogelum IDF,16 Rue Jean Jacques Collenot  21603 SEMUR-EN-AUXOIS,Semur-en-Auxois,22.0,True,True,,"par défaut :  prix de départ 1.25€, 0.33334€ par kwh de charge, 0.25€ par heure de charge, 0.25€ par heure d'occupation hors charge",47.490227,4.335454
SICECO - SEMUR-EN-AUXOIS - Park. Rue Jean Jacques Collenot,,16 Rue Jean Jacques Collenot  21603 SEMUR-EN-AUXOIS,Semur-en-Auxois,22,true,true,,"par défaut :  prix de départ 1.25€, 0.25€ par heure de charge, 0.25€ par heure d'occupation hors charge, 0.33334€ par kwh de charge",47.490227,4.335454
SICECO - SEMUR-EN-AUXOIS - Park. Rue Jean Jacques Collenot,Citeos Mobilité Electrique Paris - Cogelum IDF,16 Rue Jean Jacques Collenot  21603 SEMUR-EN-AUXOIS,Semur-en-Auxois,22.0,True,True,,"par défaut :  prix de départ 1.25€, 0.33334€ par kwh de charge, 0.25€ par heure de charge, 0.25€ par heure d'occupation hors charge",47.490227,4.335454
SICECO - POMMARD - Parking Place de L'Eglise,,11 Place de L'Eglise  21492 POMMARD,Pommard,22,true,true,,"par défaut :  prix de départ 1.25€, 0.25€ par heure de charge, 0.25€ par heure d'occupation hors charge, 0.33334€ par kwh de charge",47.008718,4.794804
SICECO - POMMARD - Parking Place de L'Eglise,Citeos Mobilité Electrique Paris - Cogelum IDF,11 Place de L'Eglise  21492 POMMARD,Pommard,22.0,True,True,,"par défaut :  prix de départ 1.25€, 0.33334€ par kwh de charge, 0.25€ par heure de charge, 0.25€ par heure d'occupation hors charge",47.008718,4.794804
SICECO - POMMARD - Parking Place de L'Eglise,,11 Place de L'Eglise  21492 POMMARD,Pommard,22,true,true,,"par défaut :  prix de départ 1.25€, 0.25€ par heure de charge, 0.25€ par heure d'occupation hors charge, 0.33334€ par kwh de charge",47.008718,4.794804
SICECO - POMMARD - Parking Place de L'Eglise,Citeos Mobilité Electrique Paris - Cogelum IDF,11 Place de L'Eglise  21492 POMMARD,Pommard,22.0,True,True,,"par défaut :  prix de départ 1.25€, 0.33334€ par kwh de charge, 0.25€ par heure de charge, 0.25€ par heure d'occupation hors charge",47.008718,4.794804
SICECO - VITTEAUX - Route D'Avallon,,6 Av. Carnot 21710 VITTEAUX,Vitteaux,43,true,true,,"par défaut :  prix de départ 1.66667€, 1.25€ par heure de charge, 1.25€ par heure d'occupation hors charge, 0.41667€ par kwh de charge",47.39857,4.536289
SICECO - VITTEAUX - Route D'Avallon,Citeos Mobilité Electrique Paris - Cogelum IDF,6 Av. Carnot 21710 VITTEAUX,Vitteaux,43.0,True,True,,"par défaut :  prix de départ 1.25€, 0.33334€ par kwh de charge, 0.25€ par heure de charge, 0.25€ par heure d'occupation hors charge",47.39857,4.536289
SICECO - VITTEAUX - Route D'Avallon,,6 Av. Carnot 21710 VITTEAUX,Vitteaux,50,true,true,,"par défaut :  prix de départ 1.66667€, 1.25€ par heure de charge, 1.25€ par heure d'occupation hors charge, 0.41667€ par kwh de charge",47.39857,4.536289
SICECO - VITTEAUX - Route D'Avallon,Citeos Mobilité Electrique Paris - Cogelum IDF,6 Av. Carnot 21710 VITTEAUX,Vitteaux,50.0,True,True,,"par défaut :  prix de départ 1.66667€, 0.41667€ par kwh de charge, 1.25€ par heure de charge, 1.25€ par heure d'occupation hors charge",47.39857,4.536289
SICECO - VITTEAUX - Route D'Avallon,,6 Av. Carnot 21710 VITTEAUX,Vitteaux,50,true,true,,"par défaut :  prix de départ 1.66667€, 1.25€ par heure de charge, 1.25€ par heure d'occupation hors charge, 0.41667€ par kwh de charge",47.39857,4.536289
SICECO - VITTEAUX - Route D'Avallon,Citeos Mobilité Electrique Paris - Cogelum IDF,6 Av. Carnot 21710 VITTEAUX,Vitteaux,50.0,True,True,,"par défaut :  prix de départ 1.66667€, 0.41667€ par kwh de charge, 1.25€ par heure de charge, 1.25€ par heure d'occupation hors charge",47.39857,4.536289
SICECO - SAINT-JEAN-DE-LOSNE - Avenue de la Gare D'Eau,,Avenue de la Gare D'Eau  21554 SAINT-JEAN-DE-LOSNE,Saint-Jean-de-Losne,22,true,true,,"par défaut :  prix de départ 1.25€, 0.25€ par heure de charge, 0.25€ par heure d'occupation hors charge, 0.33334€ par kwh de charge",47.10453,5.262393
SICECO - SAINT-JEAN-DE-LOSNE - Avenue de la Gare D'Eau,Citeos Mobilité Electrique Paris - Cogelum IDF,Avenue de la Gare D'Eau  21554 SAINT-JEAN-DE-LOSNE,Saint-Jean-de-Losne,22.0,True,True,,"par défaut :  prix de départ 1.25€, 0.33334€ par kwh de charge, 0.25€ par heure de charge, 0.25€ par heure d'occupation hors charge",47.10453,5.262393
SICECO - SAINT-JEAN-DE-LOSNE - Avenue de la Gare D'Eau,,Avenue de la Gare D'Eau  21554 SAINT-JEAN-DE-LOSNE,Saint-Jean-de-Losne,22,true,true,,"par défaut :  prix de départ 1.25€, 0.25€ par heure de charge, 0.25€ par heure d'occupation hors charge, 0.33334€ par kwh de charge",47.10453,5.262393
SICECO - SAINT-JEAN-DE-LOSNE - Avenue de la Gare D'Eau,Citeos Mobilité Electrique Paris - Cogelum IDF,Avenue de la Gare D'Eau  21554 SAINT-JEAN-DE-LOSNE,Saint-Jean-de-Losne,22.0,True,True,,"par défaut :  prix de départ 1.25€, 0.33334€ par kwh de charge, 0.25€ par heure de charge, 0.25€ par heure d'occupation hors charge",47.10453,5.262393
SICECO - SAVIGNY-LES-BEAUNE - Rue du Chanoine Donin,,6 Rue Chanoine Donin 21590 SAVIGNY-LES-BEAUNE,Savigny-lès-Beaune,22,true,true,,"par défaut :  prix de départ 1.25€, 0.25€ par heure de charge, 0.25€ par heure d'occupation hors charge, 0.33334€ par kwh de charge",47.06282,4.816427
SICECO - SAVIGNY-LES-BEAUNE - Rue du Chanoine Donin,Citeos Mobilité Electrique Paris - Cogelum IDF,6 Rue Chanoine Donin 21590 SAVIGNY-LES-BEAUNE,Savigny-lès-Beaune,22.0,True,True,,"par défaut :  prix de départ 1.25€, 0.33334€ par kwh de charge, 0.25€ par heure de charge, 0.25€ par heure d'occupation hors charge",47.06282,4.816427
SICECO - SAVIGNY-LES-BEAUNE - Rue du Chanoine Donin,,6 Rue Chanoine Donin 21590 SAVIGNY-LES-BEAUNE,Savigny-lès-Beaune,22,true,true,,"par défaut :  prix de départ 1.25€, 0.25€ par heure de charge, 0.25€ par heure d'occupation hors charge, 0.33334€ par kwh de charge",47.06282,4.816427
SICECO - SAVIGNY-LES-BEAUNE - Rue du Chanoine Donin,Citeos Mobilité Electrique Paris - Cogelum IDF,6 Rue Chanoine Donin 21590 SAVIGNY-LES-BEAUNE,Savigny-lès-Beaune,22.0,True,True,,"par défaut :  prix de départ 1.25€, 0.33334€ par kwh de charge, 0.25€ par heure de charge, 0.25€ par heure d'occupation hors charge",47.06282,4.816427
SICECO - GENLIS - Cours des Martyrs de la Résistance,,5 Cr Martyrs de la Résistance 21292 GENLIS,Genlis,50,true,true,,"par défaut :  prix de départ 1.66667€, 1.25€ par heure de charge, 1.25€ par heure d'occupation hors charge, 0.41667€ par kwh de charge",47.241996,5.219405
SICECO - GENLIS - Cours des Martyrs de la Résistance,Citeos Mobilité Electrique Paris - Cogelum IDF,5 Cr Martyrs de la Résistance 21292 GENLIS,Genlis,50.0,True,True,,"par défaut :  prix de départ 1.66667€, 0.41667€ par kwh de charge, 1.25€ par heure de charge, 1.25€ par heure d'occupation hors charge",47.241996,5.219405
SICECO - GENLIS - Cours des Martyrs de la Résistance,,5 Cr Martyrs de la Résistance 21292 GENLIS,Genlis,43,true,true,,"par défaut :  prix de départ 1.66667€, 1.25€ par heure de charge, 1.25€ par heure d'occupation hors charge, 0.41667€ par kwh de charge",47.241996,5.219405
SICECO - GENLIS - Cours des Martyrs de la Résistance,Citeos Mobilité Electrique Paris - Cogelum IDF,5 Cr Martyrs de la Résistance 21292 GENLIS,Genlis,43.0,True,True,,"par défaut :  prix de départ 1.66667€, 0.41667€ par kwh de charge, 1.25€ par heure de charge, 1.25€ par heure d'occupation hors charge",47.241996,5.219405
SICECO - GENLIS - Cours des Martyrs de la Résistance,,5 Cr Martyrs de la Résistance 21292 GENLIS,Genlis,50,true,true,,"par défaut :  prix de départ 1.66667€, 1.25€ par heure de charge, 1.25€ par heure d'occupation hors charge, 0.41667€ par kwh de charge",47.241996,5.219405
SICECO - GENLIS - Cours des Martyrs de la Résistance,Citeos Mobilité Electrique Paris - Cogelum IDF,5 Cr Martyrs de la Résistance 21292 GENLIS,Genlis,50.0,True,True,,"par défaut :  prix de départ 1.66667€, 0.41667€ par kwh de charge, 1.25€ par heure de charge, 1.25€ par heure d'occupation hors charge",47.241996,5.219405
SICECO - GENLIS - Avenue du Général de Gaulle,,3 Av. Général de Gaulle 21292 GENLIS,Genlis,22,true,true,,"par défaut :  prix de départ 1.25€, 0.25€ par heure de charge, 0.25€ par heure d'occupation hors charge, 0.33334€ par kwh de charge",47.241313,5.221181
SICECO - GENLIS - Avenue du Général de Gaulle,Citeos Mobilité Electrique Paris - Cogelum IDF,3 Av. Général de Gaulle 21292 GENLIS,Genlis,22.0,True,True,,"par défaut :  prix de départ 1.25€, 0.33334€ par kwh de charge, 0.25€ par heure de charge, 0.25€ par heure d'occupation hors charge",47.241313,5.221181
SICECO - GENLIS - Avenue du Général de Gaulle,,3 Av. Général de Gaulle 21292 GENLIS,Genlis,22,true,true,,"par défaut :  prix de départ 1.25€, 0.25€ par heure de charge, 0.25€ par heure d'occupation hors charge, 0.33334€ par kwh de charge",47.241313,5.221181
